problem;method;seed;is_train_solved;is_test_solved;train_error;test_error;generation
MD;Rand+Transferred;1005;False;False;32.0;546.0;300
MD;Rand+Transferred;1006;False;False;33.0;434.0;300
MD;Rand+Transferred;1007;False;False;15.0;383.0;300
MD;Rand+Transferred;1008;False;False;36.0;354.0;300
MD;Rand+Transferred;1009;False;False;22.0;304.0;300
MD;Rand+Transferred;1010;False;False;23.0;229.0;300
MD;Rand+Transferred;1011;False;False;32.0;581.0;300
MD;Rand+Transferred;1012;False;False;13.0;204.0;300
MD;Rand+Transferred;1013;False;False;26.0;526.0;300
MD;Rand+Transferred;1014;False;False;43.0;589.0;300
MD;Rand+Transferred;1015;False;False;49.0;635.0;300
MD;Rand+Transferred;1016;False;False;8.0;181.0;300
MD;Rand+Transferred;1017;False;False;15.0;231.0;300
MD;Rand+Transferred;1018;False;False;14.0;187.0;300
MD;Rand+Transferred;1019;False;False;40.0;559.0;300
MD;Rand+Transferred;1020;False;False;14.0;180.0;300
MD;Rand+Transferred;1021;False;False;14.0;211.0;300
MD;Adapt+Transferred;1001;False;False;16.0;212.0;300
MD;Adapt+Transferred;1002;False;False;40.0;669.0;300
MD;Adapt+Transferred;1003;False;False;38.0;725.0;300
MD;Adapt+Transferred;1004;False;False;15.0;207.0;300
MD;Adapt+Transferred;1005;False;False;20.0;295.0;300
MD;Adapt+Transferred;1006;False;False;14.0;201.0;300
MD;Adapt+Transferred;1007;False;False;52.0;752.0;300
MD;Adapt+Transferred;1008;False;False;6.0;152.0;300
MD;Adapt+Transferred;1009;True;True;0.0;0.0;179
MD;Adapt+Transferred;1010;False;False;53.0;784.0;300
MD;Adapt+Transferred;1011;False;False;19.0;217.0;300
MD;Adapt+Transferred;1012;True;True;0.0;0.0;168
MD;Adapt+Transferred;1013;False;False;44.0;575.0;300
MD;Adapt+Transferred;1014;False;False;43.0;589.0;300
MD;Adapt+Transferred;1015;False;False;14.0;220.0;300
MD;Adapt+Transferred;1016;False;False;36.0;513.0;300
MD;Adapt+Transferred;1017;False;False;58.0;723.0;300
MD;Adapt+Transferred;1018;False;False;21.0;188.0;300
MD;Adapt+Transferred;1019;False;False;40.0;559.0;300
MD;Adapt+Transferred;1020;False;False;38.0;543.0;300
MD;Adapt+Transferred;1021;False;False;47.0;529.0;300
C01;None;1001;False;False;271.0;3320.0;300
C01;None;1002;False;False;145.0;1905.0;300
C01;None;1003;False;False;286.0;3311.0;300
C01;None;1004;False;False;155.0;1755.0;300
C01;None;1005;False;False;175.0;2400.0;300
C01;None;1006;False;False;220.0;2455.0;300
C01;None;1007;False;False;289.0;3332.0;300
C01;None;1008;False;False;260.0;3295.0;300
C01;None;1009;False;False;130.0;1900.0;300
C01;None;1010;False;False;236.0;3118.0;300
C01;None;1011;False;False;215.0;2260.0;300
C01;None;1012;False;False;286.0;3320.0;300
C01;None;1013;False;False;289.0;3341.0;300
C01;None;1014;False;False;145.0;1745.0;300
C01;None;1015;False;False;289.0;3320.0;300
C01;None;1016;False;False;275.0;3360.0;300
C01;None;1017;False;False;120.0;1555.0;300
C01;None;1018;False;False;192.0;2273.0;300
C01;None;1019;False;False;170.0;1690.0;300
C01;None;1020;False;False;90.0;1230.0;300
C01;None;1021;False;False;292.0;3272.0;300
C01;Rand+Transferred;1001;False;False;125.0;1810.0;300
C01;Rand+Transferred;1002;False;False;135.0;1760.0;300
C01;Rand+Transferred;1003;False;False;142.0;1861.0;300
C01;Rand+Transferred;1004;False;False;155.0;1755.0;300
C01;Rand+Transferred;1005;False;False;125.0;1785.0;300
C01;Rand+Transferred;1006;False;False;145.0;1840.0;300
C01;Rand+Transferred;1007;False;False;150.0;1820.0;300
C01;Rand+Transferred;1008;False;False;115.0;1795.0;300
C01;Rand+Transferred;1009;False;False;130.0;1740.0;300
C01;Rand+Transferred;1010;False;False;140.0;1815.0;300
C01;Rand+Transferred;1011;False;False;140.0;1850.0;300
C01;Rand+Transferred;1012;False;False;155.0;1780.0;300
C01;Rand+Transferred;1013;False;False;150.0;1880.0;300
C01;Rand+Transferred;1014;False;False;145.0;1745.0;300
C01;Rand+Transferred;1015;False;False;145.0;1705.0;300
C01;Rand+Transferred;1016;False;False;150.0;1865.0;300
C01;Rand+Transferred;1017;False;False;145.0;1920.0;300
C01;Rand+Transferred;1018;False;False;160.0;1930.0;300
C01;Rand+Transferred;1019;False;False;156.0;1776.0;300
C01;Rand+Transferred;1020;False;False;135.0;1900.0;300
C01;Rand+Transferred;1021;False;False;150.0;1895.0;300
C01;Adapt+Transferred;1001;True;True;0.0;0.0;235
C01;Adapt+Transferred;1002;False;False;135.0;1760.0;300
C01;Adapt+Transferred;1003;False;False;286.0;3311.0;300
C01;Adapt+Transferred;1004;True;True;0.0;0.0;157
C01;Adapt+Transferred;1005;True;True;0.0;0.0;57
C01;Adapt+Transferred;1006;False;False;145.0;1840.0;300
C01;Adapt+Transferred;1007;True;True;0.0;0.0;101
C01;Adapt+Transferred;1008;False;False;115.0;1795.0;300
C01;Adapt+Transferred;1009;True;True;0.0;0.0;93
C01;Adapt+Transferred;1010;False;False;140.0;1815.0;300
C01;Adapt+Transferred;1011;False;False;140.0;1850.0;300
C01;Adapt+Transferred;1012;False;False;286.0;3320.0;300
C01;Adapt+Transferred;1013;True;True;0.0;0.0;194
C01;Adapt+Transferred;1014;False;False;140.0;1740.0;300
C01;Adapt+Transferred;1015;False;False;289.0;3320.0;300
C01;Adapt+Transferred;1016;True;True;0.0;0.0;62
C01;Adapt+Transferred;1017;False;False;145.0;1920.0;300
C01;Adapt+Transferred;1018;False;False;160.0;1715.0;300
C01;Adapt+Transferred;1019;True;True;0.0;0.0;72
C01;Adapt+Transferred;1020;False;False;135.0;1900.0;300
C01;Adapt+Transferred;1021;False;False;150.0;1895.0;300
C02;None;1001;False;False;3.0;44.0;300
C02;None;1002;False;False;27.0;443.0;300
C02;None;1003;True;True;0.0;0.0;160
C02;None;1004;False;False;30.0;497.0;300
C02;None;1005;False;False;2.0;48.0;300
C02;None;1006;False;False;11.0;180.0;300
C02;None;1007;False;False;19.0;315.0;300
C02;None;1008;False;False;18.0;2000305.0;300
C02;None;1009;False;False;16.0;187.0;300
C02;None;1010;False;False;10.0;175.0;300
C02;None;1011;False;False;31.0;472.0;300
C02;None;1012;False;False;6.0;65.0;300
C02;None;1013;False;False;18.0;360.0;300
C02;None;1014;False;False;27.0;287.0;300
C02;None;1015;False;False;10.0;185.0;300
C02;None;1016;False;False;21.0;368.0;300
C02;None;1017;False;False;17.0;173.0;300
C02;None;1018;False;False;10.0;167.0;300
C02;None;1019;False;False;27.0;355.0;300
C02;None;1020;False;False;21.0;325.0;300
C02;None;1021;False;False;31.0;501.0;300
C02;Rand+Transferred;1001;False;False;3.0;33.0;300
C02;Rand+Transferred;1002;False;False;10.0;150.0;300
C02;Rand+Transferred;1003;False;False;3.0;75.0;300
C02;Rand+Transferred;1004;False;False;9.0;131.0;300
C02;Rand+Transferred;1005;False;False;13.0;194.0;300
C02;Rand+Transferred;1006;False;False;15.0;170.0;300
C02;Rand+Transferred;1007;False;False;10.0;167.0;300
C02;Rand+Transferred;1008;False;False;12.0;176.0;300
C02;Rand+Transferred;1009;False;False;11.0;190.0;300
C02;Rand+Transferred;1010;True;True;0.0;0.0;290
C02;Rand+Transferred;1011;False;False;16.0;181.0;300
C02;Rand+Transferred;1012;False;False;13.0;169.0;300
C02;Rand+Transferred;1013;False;False;8.0;164.0;300
C02;Rand+Transferred;1014;False;False;5.0;83.0;300
C02;Rand+Transferred;1015;True;False;0.0;20.0;205
C02;Rand+Transferred;1016;False;False;3.0;45.0;300
C02;Rand+Transferred;1017;False;False;10.0;92.0;300
C02;Rand+Transferred;1018;False;False;3.0;2000062.0;300
C02;Rand+Transferred;1019;False;False;6.0;58.0;300
C02;Rand+Transferred;1020;False;False;4.0;66.0;300
C02;Rand+Transferred;1021;False;False;12.0;185.0;300
C02;Adapt+Transferred;1001;True;False;0.0;40.0;186
C02;Adapt+Transferred;1002;False;False;10.0;272.0;300
C02;Adapt+Transferred;1003;False;False;7.0;154.0;300
C02;Adapt+Transferred;1004;False;False;1.0;39.0;300
C02;Adapt+Transferred;1005;True;True;0.0;0.0;189
C02;Adapt+Transferred;1006;False;False;5.0;106.0;300
C02;Adapt+Transferred;1007;True;True;0.0;0.0;125
C02;Adapt+Transferred;1008;False;False;11.0;306.0;300
C02;Adapt+Transferred;1009;False;False;1.0;47.0;300
C02;Adapt+Transferred;1010;True;True;0.0;0.0;259
C02;Adapt+Transferred;1011;True;False;0.0;4.0;81
C02;Adapt+Transferred;1012;False;False;14.0;1000303.0;300
C02;Adapt+Transferred;1013;False;False;5.0;177.0;300
C02;Adapt+Transferred;1014;False;False;4.0;111.0;300
C02;Adapt+Transferred;1015;True;True;0.0;0.0;148
C02;Adapt+Transferred;1016;True;True;0.0;0.0;162
C02;Adapt+Transferred;1017;False;False;13.0;283.0;300
C02;Adapt+Transferred;1018;True;False;0.0;67.0;208
C02;Adapt+Transferred;1019;True;True;0.0;0.0;95
C02;Adapt+Transferred;1020;True;True;0.0;0.0;115
C02;Adapt+Transferred;1021;True;True;0.0;0.0;228
